Segment,Year,Country,Market,Region,Category,Sub-Category,Profit
Consumer,2012.0,Afghanistan,APAC,Central Asia,Office Supplies,Envelopes,24.36
Consumer,2012.0,Afghanistan,APAC,Central Asia,Office Supplies,Labels,17.64
Consumer,2012.0,Afghanistan,APAC,Central Asia,Office Supplies,Supplies,123.81
Consumer,2012.0,Afghanistan,APAC,Central Asia,Technology,Copiers,4.23
Consumer,2012.0,Afghanistan,APAC,Central Asia,Technology,Phones,24.75
Consumer,2012.0,Albania,EMEA,EMEA,Furniture,Bookcases,202.86
Consumer,2012.0,Algeria,Africa,Africa,Furniture,Bookcases,686.28
Consumer,2012.0,Algeria,Africa,Africa,Furniture,Chairs,20.43
Consumer,2012.0,Algeria,Africa,Africa,Furniture,Furnishings,8.79
Consumer,2012.0,Algeria,Africa,Africa,Furniture,Tables,121.5
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Appliances,93.6
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Art,39.900000000000006
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Binders,77.52000000000001
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Envelopes,4.08
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Fasteners,27.72
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Labels,9.9
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Paper,0.96
Consumer,2012.0,Algeria,Africa,Africa,Office Supplies,Storage,17.7
Consumer,2012.0,Algeria,Africa,Africa,Technology,Copiers,314.97
Consumer,2012.0,Algeria,Africa,Africa,Technology,Machines,57.269999999999996
Consumer,2012.0,Angola,Africa,Africa,Furniture,Furnishings,5.73
Consumer,2012.0,Angola,Africa,Africa,Office Supplies,Art,19.68
Consumer,2012.0,Angola,Africa,Africa,Office Supplies,Binders,127.19999999999999
Consumer,2012.0,Angola,Africa,Africa,Office Supplies,Storage,130.71
Consumer,2012.0,Angola,Africa,Africa,Office Supplies,Supplies,2.1
Consumer,2012.0,Angola,Africa,Africa,Technology,Copiers,144.45000000000002
Consumer,2012.0,Angola,Africa,Africa,Technology,Phones,311.7
Consumer,2012.0,Argentina,LATAM,South,Furniture,Bookcases,-57.712
Consumer,2012.0,Argentina,LATAM,South,Furniture,Chairs,-117.104
Consumer,2012.0,Argentina,LATAM,South,Furniture,Furnishings,-9.212000000000002
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Appliances,-0.048
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Art,13.32
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Binders,-80.00399999999999
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Envelopes,-47.968
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Fasteners,-40.36000000000001
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Labels,-16.568
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Paper,-18.152
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Storage,-249.628
Consumer,2012.0,Argentina,LATAM,South,Office Supplies,Supplies,-71.788
Consumer,2012.0,Argentina,LATAM,South,Technology,Accessories,17.316000000000003
Consumer,2012.0,Argentina,LATAM,South,Technology,Copiers,-110.66704
Consumer,2012.0,Argentina,LATAM,South,Technology,Phones,13.392000000000003
Consumer,2012.0,Australia,APAC,Oceania,Furniture,Bookcases,1957.7399999999998
Consumer,2012.0,Australia,APAC,Oceania,Furniture,Chairs,1091.766
Consumer,2012.0,Australia,APAC,Oceania,Furniture,Furnishings,132.36899999999997
Consumer,2012.0,Australia,APAC,Oceania,Furniture,Tables,177.61200000000002
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Appliances,1374.765
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Art,154.584
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Binders,350.91900000000004
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Envelopes,116.553
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Fasteners,63.32400000000001
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Labels,57.789
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Paper,382.815
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Storage,1031.73
Consumer,2012.0,Australia,APAC,Oceania,Office Supplies,Supplies,128.175
Consumer,2012.0,Australia,APAC,Oceania,Technology,Accessories,1437.0929999999998
Consumer,2012.0,Australia,APAC,Oceania,Technology,Copiers,2071.9469999999997
Consumer,2012.0,Australia,APAC,Oceania,Technology,Machines,461.703
Consumer,2012.0,Australia,APAC,Oceania,Technology,Phones,1613.2350000000001
Consumer,2012.0,Austria,EMEA,EMEA,Furniture,Bookcases,447.42
Consumer,2012.0,Austria,EMEA,EMEA,Furniture,Chairs,0.0
Consumer,2012.0,Austria,EU,Central,Furniture,Furnishings,99.0
Consumer,2012.0,Austria,EMEA,EMEA,Office Supplies,Appliances,17.1
Consumer,2012.0,Austria,EU,Central,Office Supplies,Art,62.580000000000005
Consumer,2012.0,Austria,EU,Central,Office Supplies,Binders,105.96
Consumer,2012.0,Austria,EU,Central,Office Supplies,Envelopes,33.03
Consumer,2012.0,Austria,EU,Central,Office Supplies,Labels,18.09
Consumer,2012.0,Austria,EU,Central,Office Supplies,Paper,44.07
Consumer,2012.0,Austria,EMEA,EMEA,Office Supplies,Storage,80.07000000000001
Consumer,2012.0,Austria,EU,Central,Office Supplies,Supplies,26.73
Consumer,2012.0,Austria,EMEA,EMEA,Technology,Accessories,15.18
Consumer,2012.0,Austria,EU,Central,Technology,Copiers,449.88
Consumer,2012.0,Austria,EU,Central,Technology,Machines,4.2
Consumer,2012.0,Austria,EMEA,EMEA,Technology,Phones,632.7
Consumer,2012.0,Azerbaijan,EMEA,EMEA,Office Supplies,Art,0.48
Consumer,2012.0,Bangladesh,APAC,Central Asia,Furniture,Bookcases,263.03999999999996
Consumer,2012.0,Bangladesh,APAC,Central Asia,Furniture,Chairs,18.09
Consumer,2012.0,Bangladesh,APAC,Central Asia,Furniture,Furnishings,64.44
Consumer,2012.0,Bangladesh,APAC,Central Asia,Furniture,Tables,28.35
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Art,74.49
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Binders,24.6
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Envelopes,0.42
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Fasteners,50.19
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Labels,42.33
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Paper,85.47
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Storage,31.11
Consumer,2012.0,Bangladesh,APAC,Central Asia,Office Supplies,Supplies,42.51
Consumer,2012.0,Bangladesh,APAC,Central Asia,Technology,Copiers,923.64
Consumer,2012.0,Bangladesh,APAC,Central Asia,Technology,Machines,0.0
Consumer,2012.0,Bangladesh,APAC,Central Asia,Technology,Phones,98.04
Consumer,2012.0,Barbados,LATAM,Caribbean,Office Supplies,Binders,4.5
Consumer,2012.0,Barbados,LATAM,Caribbean,Office Supplies,Labels,6.9
Consumer,2012.0,Barbados,LATAM,Caribbean,Office Supplies,Paper,5.78
Consumer,2012.0,Barbados,LATAM,Caribbean,Technology,Copiers,475.56192
Consumer,2012.0,Barbados,LATAM,Caribbean,Technology,Phones,176.0
Consumer,2012.0,Belarus,EMEA,EMEA,Furniture,Bookcases,195.57
Consumer,2012.0,Belarus,EMEA,EMEA,Office Supplies,Appliances,71.88
Consumer,2012.0,Belarus,EMEA,EMEA,Office Supplies,Art,48.9
Consumer,2012.0,Belarus,EMEA,EMEA,Office Supplies,Binders,4.38
Consumer,2012.0,Belarus,EMEA,EMEA,Office Supplies,Labels,0.24
Consumer,2012.0,Belarus,EMEA,EMEA,Office Supplies,Storage,93.12
Consumer,2012.0,Belarus,EMEA,EMEA,Office Supplies,Supplies,6.69
Consumer,2012.0,Belarus,EMEA,EMEA,Technology,Phones,30.54
Consumer,2012.0,Belgium,EU,Central,Furniture,Bookcases,29.79
Consumer,2012.0,Belgium,EU,Central,Furniture,Chairs,107.85
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Appliances,639.18
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Art,101.94
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Binders,126.41999999999999
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Envelopes,8.52
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Fasteners,45.54
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Paper,68.76
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Storage,656.58
Consumer,2012.0,Belgium,EU,Central,Office Supplies,Supplies,67.62
Consumer,2012.0,Belgium,EU,Central,Technology,Accessories,4.14
Consumer,2012.0,Belgium,EU,Central,Technology,Phones,757.89
Consumer,2012.0,Benin,Africa,Africa,Office Supplies,Art,6.66
Consumer,2012.0,Benin,Africa,Africa,Office Supplies,Envelopes,4.26
Consumer,2012.0,Benin,Africa,Africa,Office Supplies,Fasteners,8.34
Consumer,2012.0,Bolivia,LATAM,South,Furniture,Chairs,13.04
Consumer,2012.0,Bosnia and Herzegovina,EMEA,EMEA,Office Supplies,Appliances,2.28
Consumer,2012.0,Bosnia and Herzegovina,EMEA,EMEA,Office Supplies,Envelopes,1.98
Consumer,2012.0,Bosnia and Herzegovina,EMEA,EMEA,Technology,Accessories,16.56
Consumer,2012.0,Bosnia and Herzegovina,EMEA,EMEA,Technology,Phones,296.1
Consumer,2012.0,Brazil,LATAM,South,Furniture,Bookcases,115.95600000000002
Consumer,2012.0,Brazil,LATAM,South,Furniture,Chairs,1042.572
Consumer,2012.0,Brazil,LATAM,South,Furniture,Furnishings,260.7839999999999
Consumer,2012.0,Brazil,LATAM,South,Furniture,Tables,-30.024000000000008
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Appliances,-30.872000000000025
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Art,62.36
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Binders,24.907999999999994
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Envelopes,36.867999999999995
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Fasteners,107.79999999999998
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Labels,-6.34
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Paper,134.52
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Storage,702.4320000000001
Consumer,2012.0,Brazil,LATAM,South,Office Supplies,Supplies,81.59600000000002
Consumer,2012.0,Brazil,LATAM,South,Technology,Accessories,181.528
Consumer,2012.0,Brazil,LATAM,South,Technology,Copiers,350.4268400000002
Consumer,2012.0,Brazil,LATAM,South,Technology,Machines,-724.768
Consumer,2012.0,Brazil,LATAM,South,Technology,Phones,-907.0799999999999
Consumer,2012.0,Bulgaria,EMEA,EMEA,Furniture,Bookcases,505.56000000000006
Consumer,2012.0,Bulgaria,EMEA,EMEA,Furniture,Chairs,22.35
Consumer,2012.0,Bulgaria,EMEA,EMEA,Office Supplies,Art,17.46
Consumer,2012.0,Bulgaria,EMEA,EMEA,Office Supplies,Binders,12.45
Consumer,2012.0,Bulgaria,EMEA,EMEA,Office Supplies,Paper,6.84
Consumer,2012.0,Bulgaria,EMEA,EMEA,Office Supplies,Storage,59.22
Consumer,2012.0,Bulgaria,EMEA,EMEA,Technology,Copiers,266.88
Consumer,2012.0,Bulgaria,EMEA,EMEA,Technology,Phones,114.3
Consumer,2012.0,Burundi,Africa,Africa,Furniture,Furnishings,80.28
Consumer,2012.0,Cambodia,APAC,Southeast Asia,Furniture,Bookcases,44.97
Consumer,2012.0,Cambodia,APAC,Southeast Asia,Office Supplies,Labels,12.360000000000001
Consumer,2012.0,Cambodia,APAC,Southeast Asia,Office Supplies,Paper,6.45
Consumer,2012.0,Cambodia,APAC,Southeast Asia,Office Supplies,Supplies,3.99
Consumer,2012.0,Cambodia,APAC,Southeast Asia,Technology,Copiers,151.35
Consumer,2012.0,Cameroon,Africa,Africa,Furniture,Bookcases,42.54
Consumer,2012.0,Cameroon,Africa,Africa,Furniture,Furnishings,571.86
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Appliances,524.1
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Art,8.49
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Binders,51.84
