Data,Vendas reais,Forecast vendas,MAPE,SMAPE,RMSLE
2014-12-01 00:00:00,10671.509000000002,8908.094446033825,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-02 00:00:00,8693.513499999997,9313.766685827355,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-03 00:00:00,16913.6192,9327.973813145152,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-04 00:00:00,11252.886300000002,9708.783161005113,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-05 00:00:00,7720.15,10030.743580982435,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-06 00:00:00,3055.9400000000005,7281.599891040174,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-07 00:00:00,3016.94,4775.081895810171,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-08 00:00:00,6084.1601,9545.447429337008,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-09 00:00:00,14064.946800000002,9840.087524487204,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-10 00:00:00,12333.946600000001,9698.7122296464,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-11 00:00:00,9899.31248,9968.634108552063,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-12 00:00:00,7523.7054,10300.38924424104,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-13 00:00:00,10343.496,7703.585783277346,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-14 00:00:00,991.624,5438.412933006322,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-15 00:00:00,16204.064499999999,10434.158505850854,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-16 00:00:00,4550.026,10842.103832795288,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-17 00:00:00,2834.1571,10668.901917677747,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-18 00:00:00,12634.573000000002,10799.061118240896,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-19 00:00:00,10426.703199999998,10948.60172004986,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-20 00:00:00,2770.5352000000003,8169.318529199305,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-21 00:00:00,17.76,5724.188336356578,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-22 00:00:00,4457.8012,10533.826697989223,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-23 00:00:00,13818.153900000001,10765.780262509797,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-24 00:00:00,17599.379,10468.440631616913,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-25 00:00:00,13417.127480000001,10550.461685232904,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-26 00:00:00,12140.605399999999,10687.769015060076,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-27 00:00:00,6549.719759999999,7829.650497469355,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-28 00:00:00,545.208,5137.876307463817,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-29 00:00:00,17126.77078,9515.557522414252,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-30 00:00:00,12534.091800000002,9231.193320001192,1130.0864587900676,53.43049762310243,1.5798541532892971
2014-12-31 00:00:00,3491.4009999999994,8506.58064814031,1130.0864587900676,53.43049762310243,1.5798541532892971
